"simulation","N","N.1"
"1","50",398.758130584591
"2","50",NA
"3","50",NA
"4","50",NA
"5","50",NA
"6","50",NA
"7","50",NA
"8","50",NA
"9","50",NA
"10","50",NA
"11","50",NA
"12","50",NA
"13","50",NA
"14","50",NA
"15","50",NA
"16","50",NA
"17","50",NA
"18","50",NA
"19","50",NA
"20","50",NA
"21","50",NA
"22","50",NA
"23","50",NA
"24","50",NA
"25","50",NA
"26","50",NA
"27","50",NA
"28","50",NA
"29","50",NA
"30","50",NA
"31","50",NA
"32","50",NA
"33","50",NA
"34","50",NA
"35","50",NA
"36","50",NA
"37","50",NA
"38","50",NA
"39","50",NA
"40","50",NA
"41","50",NA
"42","50",NA
"43","50",NA
"44","50",NA
"45","50",NA
"46","50",NA
"47","50",NA
"48","50",NA
"49","50",NA
"50","50",NA
"51","50",NA
"52","50",NA
"53","50",NA
"54","50",NA
"55","50",NA
"56","50",NA
"57","50",NA
"58","50",NA
"59","50",NA
"60","50",NA
"61","50",NA
"62","50",NA
"63","50",NA
"64","50",NA
"65","50",NA
"66","50",NA
"67","50",NA
"68","50",NA
"69","50",NA
"70","50",NA
"71","50",NA
"72","50",NA
"73","50",NA
"74","50",NA
"75","50",NA
"76","50",NA
"77","50",NA
"78","50",NA
"79","50",NA
"80","50",NA
"81","50",NA
"82","50",NA
"83","50",NA
"84","50",NA
"85","50",NA
"86","50",NA
"87","50",NA
"88","50",NA
"89","50",NA
"90","50",NA
"91","50",NA
"92","50",NA
"93","50",NA
"94","50",NA
"95","50",NA
"96","50",NA
"97","50",NA
"98","50",NA
"99","50",NA
"100","50",NA
"101","50",NA
"102","50",NA
"103","50",NA
"104","50",NA
"105","50",NA
"106","50",NA
"107","50",NA
"108","50",NA
"109","50",NA
"110","50",NA
"111","50",NA
"112","50",NA
"113","50",NA
"114","50",NA
"115","50",NA
"116","50",NA
"117","50",NA
"118","50",NA
"119","50",NA
"120","50",NA
"121","50",NA
"122","50",NA
"123","50",NA
"124","50",NA
"125","50",NA
"126","50",NA
"127","50",NA
"128","50",NA
"129","50",NA
"130","50",NA
"131","50",NA
"132","50",NA
"133","50",NA
"134","50",NA
"135","50",NA
"136","50",NA
"137","50",NA
"138","50",NA
"139","50",NA
"140","50",NA
"141","50",NA
"142","50",NA
"143","50",NA
"144","50",NA
"145","50",NA
"146","50",NA
"147","50",NA
"148","50",NA
"149","50",NA
"150","50",NA
"151","50",NA
"152","50",NA
"153","50",NA
"154","50",NA
"155","50",NA
"156","50",NA
"157","50",NA
"158","50",NA
"159","50",NA
"160","50",NA
"161","50",NA
"162","50",NA
"163","50",NA
"164","50",NA
"165","50",NA
"166","50",NA
"167","50",NA
"168","50",NA
"169","50",NA
"170","50",NA
"171","50",NA
"172","50",NA
"173","50",NA
"174","50",NA
"175","50",NA
"176","50",NA
"177","50",NA
"178","50",NA
"179","50",NA
"180","50",NA
"181","50",NA
"182","50",NA
"183","50",NA
"184","50",NA
"185","50",NA
"186","50",NA
"187","50",NA
"188","50",NA
"189","50",NA
"190","50",NA
"191","50",NA
"192","50",NA
"193","50",NA
"194","50",NA
"195","50",NA
"196","50",NA
"197","50",NA
"198","50",NA
"199","50",NA
"200","50",NA
"201","50",NA
"202","50",NA
"203","50",NA
"204","50",NA
"205","50",NA
"206","50",NA
"207","50",NA
"208","50",NA
"209","50",NA
"210","50",NA
"211","50",NA
"212","50",NA
"213","50",NA
"214","50",NA
"215","50",NA
"216","50",NA
"217","50",NA
"218","50",NA
"219","50",NA
"220","50",NA
"221","50",NA
"222","50",NA
"223","50",NA
"224","50",NA
"225","50",NA
"226","50",NA
"227","50",NA
"228","50",NA
"229","50",NA
"230","50",NA
"231","50",NA
"232","50",NA
"233","50",NA
"234","50",NA
"235","50",NA
"236","50",NA
"237","50",NA
"238","50",NA
"239","50",NA
"240","50",NA
"241","50",NA
"242","50",NA
"243","50",NA
"244","50",NA
"245","50",NA
"246","50",NA
"247","50",NA
"248","50",NA
"249","50",NA
"250","50",NA
"251","50",NA
"252","50",NA
"253","50",NA
"254","50",NA
"255","50",NA
"256","50",NA
"257","50",NA
"258","50",NA
"259","50",NA
"260","50",NA
"261","50",NA
"262","50",NA
"263","50",NA
"264","50",NA
"265","50",NA
"266","50",NA
"267","50",NA
"268","50",NA
"269","50",NA
"270","50",NA
"271","50",NA
"272","50",NA
"273","50",NA
"274","50",NA
"275","50",NA
"276","50",NA
"277","50",NA
"278","50",NA
"279","50",NA
"280","50",NA
"281","50",NA
"282","50",NA
"283","50",NA
"284","50",NA
"285","50",NA
"286","50",NA
"287","50",NA
"288","50",NA
"289","50",NA
"290","50",NA
"291","50",NA
"292","50",NA
"293","50",NA
"294","50",NA
"295","50",NA
"296","50",NA
"297","50",NA
"298","50",NA
"299","50",NA
"300","50",NA
"301","50",NA
"302","50",NA
"303","50",NA
"304","50",NA
"305","50",NA
"306","50",NA
"307","50",NA
"308","50",NA
"309","50",NA
"310","50",NA
"311","50",NA
"312","50",NA
"313","50",NA
"314","50",NA
"315","50",NA
"316","50",NA
"317","50",NA
"318","50",NA
"319","50",NA
"320","50",NA
"321","50",NA
"322","50",NA
"323","50",NA
"324","50",NA
"325","50",NA
"326","50",NA
"327","50",NA
"328","50",NA
"329","50",NA
"330","50",NA
"331","50",NA
"332","50",NA
"333","50",NA
"334","50",NA
"335","50",NA
"336","50",NA
"337","50",NA
"338","50",NA
"339","50",NA
"340","50",NA
"341","50",NA
"342","50",NA
"343","50",NA
"344","50",NA
"345","50",NA
"346","50",NA
"347","50",NA
"348","50",NA
"349","50",NA
"350","50",NA
"351","50",NA
"352","50",NA
"353","50",NA
"354","50",NA
"355","50",NA
"356","50",NA
"357","50",NA
"358","50",NA
"359","50",NA
"360","50",NA
"361","50",NA
"362","50",NA
"363","50",NA
"364","50",NA
"365","50",NA
"366","50",NA
"367","50",NA
"368","50",NA
"369","50",NA
"370","50",NA
"371","50",NA
"372","50",NA
"373","50",NA
"374","50",NA
"375","50",NA
"376","50",NA
"377","50",NA
"378","50",NA
"379","50",NA
"380","50",NA
"381","50",NA
"382","50",NA
"383","50",NA
"384","50",NA
"385","50",NA
"386","50",NA
"387","50",NA
"388","50",NA
"389","50",NA
"390","50",NA
"391","50",NA
"392","50",NA
"393","50",NA
"394","50",NA
"395","50",NA
"396","50",NA
"397","50",NA
"398","50",NA
"399","50",NA
"400","50",NA
"401","50",NA
"402","50",NA
"403","50",NA
"404","50",NA
"405","50",NA
"406","50",NA
"407","50",NA
"408","50",NA
"409","50",NA
"410","50",NA
"411","50",NA
"412","50",NA
"413","50",NA
"414","50",NA
"415","50",NA
"416","50",NA
"417","50",NA
"418","50",NA
"419","50",NA
"420","50",NA
"421","50",NA
"422","50",NA
"423","50",NA
"424","50",NA
"425","50",NA
"426","50",NA
"427","50",NA
"428","50",NA
"429","50",NA
"430","50",NA
"431","50",NA
"432","50",NA
"433","50",NA
"434","50",NA
"435","50",NA
"436","50",NA
"437","50",NA
"438","50",NA
"439","50",NA
"440","50",NA
"441","50",NA
"442","50",NA
"443","50",NA
"444","50",NA
"445","50",NA
"446","50",NA
"447","50",NA
"448","50",NA
"449","50",NA
"450","50",NA
"451","50",NA
"452","50",NA
"453","50",NA
"454","50",NA
"455","50",NA
"456","50",NA
"457","50",NA
"458","50",NA
"459","50",NA
"460","50",NA
"461","50",NA
"462","50",NA
"463","50",NA
"464","50",NA
"465","50",NA
"466","50",NA
"467","50",NA
"468","50",NA
"469","50",NA
"470","50",NA
"471","50",NA
"472","50",NA
"473","50",NA
"474","50",NA
"475","50",NA
"476","50",NA
"477","50",NA
"478","50",NA
"479","50",NA
"480","50",NA
"481","50",NA
"482","50",NA
"483","50",NA
"484","50",NA
"485","50",NA
"486","50",NA
"487","50",NA
"488","50",NA
"489","50",NA
"490","50",NA
"491","50",NA
"492","50",NA
"493","50",NA
"494","50",NA
"495","50",NA
"496","50",NA
"497","50",NA
"498","50",NA
"499","50",NA
"500","50",NA
